medcodeid	term	arrhythmia	arrhythmia_cat	arrhythmia_type	cvd	angina	angina_cat	angina_type	cad	cad_cat	cad_type	mi	mi_cat	sca	sca_cat	revascularisation	revascularisation_cat	nonspecificcvd	nonspecificcvd_cat	hf_cat	hf	confidence	stroke	catstroke	vte	dvt	dvt_cat	dvt_type	pulmonaryembolism	pulmonaryembolism_cat	cardiomyopathy	cardiomyopathy_cat	cardiomyopathy_type	pericarditis	pericarditis_cat	vhd	vhd_cat	pvd	pvd_cat	cvdgrouped
81702012	severe sinus bradycardia	arrhythmia	Diagnosis	Bradycardia	arrhythmia																																			1
818521000006112	heart disease - pulmonary				cad				CAD	Diagnosis	Not specific																													1
8193191000006114	deep vein thrombosis risk assessment				vte																				1															1
8195431000006118	stroke/cerebrovascular accident 6 month review				stroke																	History	Stroke	History of																1
8214691000006119	atrial fibrillation monitoring invitation	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
8214751000006115	heart failure monitoring invitation				hf															Disease management	Heart failure																			1
8218281000006110	atrial fibrillation monitoring telephone invitation	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
8218591000006111	atrial fibrillation monitoring verbal invitation	arrhythmia	Disease management	Atrial fibrillation & flutter	arrhythmia																																			1
8221321000006118	stroke and tia				stroke																	Diagnosis	Stroke	Not specified																1
82343012	atrial fibrillation	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
8234591000006113	generalised left ventricular dysfunction				hf															Heart failure	Heart failure																			1
8234611000006119	left ventricular dysfunction due to right ventricular interaction				hf															Heart failure	Heart failure																			1
8240941000006118	angina self management plan declined				angina	Angina	Disease management	Stable angina																																1
8256711000006115	cardiovascular assessment				cad				CAD	Diagnosis	Not specific																													1
82584011	acute cor pulmonale				hf															Heart failure	Heart failure																			1
8264201000006110	management of stroke rehabilitation				stroke																	History	Stroke	History of																1
8265471000006116	acute stroke care				stroke																	Diagnosis	Stroke	Not specified																1
8290471000006114	heart failure initial assessment				hf															Heart failure	Heart failure																			1
8303561000006119	heart failure monitoring				hf															Disease management	Heart failure																			1
8304051000006113	arterial leg ulcer				pvd																																	PVD	Diagnosis	1
8308931000006114	thrombolysis in myocardial infarction risk score for unstable angina or non-st-segment-elevation myocardial infarction				cad				CAD	Diagnosis	Angina																													1
8361011000006114	unprovoked dvt (deep vein thrombosis)				vte																				1															1
8361031000006115	provoked dvt (deep vein thrombosis)				dvt																					DVT														1
841051000006113	cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy				stroke																	Diagnosis	Stroke	Ischaemic																1
8439861000006115	atrial fibrillation detected	arrhythmia	Diagnosis	Atrial fibrillation & flutter	arrhythmia																																			1
8453031000006117	haemorrhagic stroke				stroke																	Diagnosis	Stroke	Haemorrhagic																1
854491000006113	unstable angina				cad				CAD	Diagnosis	Angina																													1
855991000006115	angina control - stable				cad				CAD	Diagnosis	Angina																													1
856011000006116	angina control - unsatisfactory				cad				CAD	Diagnosis	Angina																													1
864941000006116	cardiovascular operations				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
865031000006114	infarct myocardiectomy				cad				CAD	Diagnosis	MI																													1
865201000006112	coronary a revasc. by-pass				cad				CAD	Diagnosis	Revascularisation																													1
865221000006119	int.mammary coronary a by-pass				revascularisation											revascularisation	Diagnosis																							1
865261000006113	coronary a by-pass anastam nos				cad				CAD	Diagnosis	Revascularisation																													1
865321000006114	aorto-coronary by-pass anastam				revascularisation											revascularisation	Diagnosis																							1
865521000006116	pacer controlled atrial fibril	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
865691000006115	cardiovascular operations nos				cad				CAD	Diagnosis	Not specific																													1
87208017	thromboangiitis obliterans				pvd																																	PVD	Diagnosis	1
87210015	buerger's disease				pvd																																	PVD	Diagnosis	1
87501000006118	rheumatic tricuspid regurgitation				vhd																															1	Diagnosis			1
883951000006115	acute rh. heart disease nos				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
884001000006117	rh. mitral stenosis + insuffic				vhd																															1	Diagnosis			1
884031000006113	rh. aortic stenosis + insuffic				vhd																															1	Diagnosis			1
884101000006118	rheumatic heart disease nos				cad				CAD	Diagnosis	Not specific																													1
884121000006111	malignant hypertension				hf															Heart failure	Heart failure																			1
884141000006116	coronary thrombosis				mi							Myocardial infarction	Myocardial infarction																											1
884151000006119	myocardial infarction				mi							Myocardial infarction	Myocardial infarction																											1
884181000006110	pulmonary heart disease				cad				CAD	Diagnosis	Not specific																													1
884201000006111	pulmonary heart disease nos				cad				CAD	Diagnosis	Not specific																													1
884211000006114	other pulmonary heart disease				nonspecificcvd													Nonspecific CVD	1.CVD - non-specific																					1
884361000006119	parox. supravent. tachycardia	arrhythmia	Diagnosis	Tachycardia	arrhythmia																																			1
884391000006110	cardiac dysrhythmias nos	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
884401000006112	cardiac dysrhythmias nos	arrhythmia	Diagnosis	arrhythmia NOS	arrhythmia																																			1
884421000006119	cerebral haemorrhage				stroke																	Diagnosis	Stroke	Haemorrhagic																1
884451000006111	cerebral haemorrhage nos				stroke																	Diagnosis	Stroke	Haemorrhagic																1
